OBJECTID;Id da Instalação;Modalidade de Operação;Nome;Data Prevista;Data Prevista;Data Entrada;Data Entrada;Tipo de Usina;Tipo de Usina,x,y
253;RSUHCA;USINA CUJA OPERAÇÃO IMPACTA A REDE DE OPERAÇÃO;USI CASTRO ALVES                                   RS       ;30/03/2008;31/03/2008;03/03/2008;04/03/2008;UHE;Hidroelétrica                 ,-51.379166699999985,-29.00833330399996
254;RSUHFC;USINA CUJA OPERAÇÃO IMPACTA A REDE DE OPERAÇÃO;USI FOZ DO CHAPECO                                 RS       ;30/10/2010;31/10/2010;20/09/2010;21/09/2010;UHE;Hidroelétrica                 ,-53.04333300099995,-27.140000000999976
255;RSUHMC;USINA CUJA OPERAÇÃO IMPACTA A REDE DE OPERAÇÃO;USI MONTE CLARO                                    RS       ;30/12/2004;31/12/2004;28/12/2004;29/12/2004;UHE;Hidroelétrica                 ,-51.5,-29.016666703999988
256;RSUHMO;USINA CUJA OPERAÇÃO IMPACTA A REDE DE OPERAÇÃO;USI UHE MONJOLINHO                                 RS       ;30/08/2009;31/08/2009;31/08/2009;01/09/2009;UHE;Hidroelétrica                 ,-52.734722003,-27.328611002000002
257;RSUHPF;USINA CUJA OPERAÇÃO IMPACTA A REDE DE OPERAÇÃO;USI PASSO FUNDO                                    RS       ;;;20/03/1973;21/03/1973;UHE;Hidroelétrica                 ,-52.733333007,-27.55000000499996
258;RSUHPJ;USINA CUJA OPERAÇÃO IMPACTA A REDE DE OPERAÇÃO;USI PASSO SAO JOAO                                 RS       ;30/03/2012;31/03/2012;23/03/2012;24/03/2012;UHE;Hidroelétrica                 ,-55.05194400299996,-28.141111002000002
259;RSUHQJ;USINA CUJA OPERAÇÃO IMPACTA A REDE DE OPERAÇÃO;USI 14 DE JULHO                                    RS       ;30/12/2008;31/12/2008;24/12/2008;25/12/2008;UHE;Hidroelétrica                 ,-51.666667007,-29.05000000499996
260;RSUITA;USINA CUJA OPERAÇÃO IMPACTA A REDE DE OPERAÇÃO;USI ITAUBA                                         RS       ;;;31/01/1978;01/02/1978;UHE;Hidroelétrica                 ,-53.23388890199999,-29.258888900999978
261;RSUJAC;USINA CUJA OPERAÇÃO IMPACTA A REDE DE OPERAÇÃO;USI JACUI                                          RS       ;;;28/02/1962;01/03/1962;UHE;Hidroelétrica                 ,-53.227500505999956,-29.079166002999955
262;RSUPRE;USINA CUJA OPERAÇÃO IMPACTA A REDE DE OPERAÇÃO;USI PASSO REAL                                     RS       ;;;31/12/1972;01/01/1973;UHE;Hidroelétrica                 ,-53.188888899999995,-29.01694440199998
263;RSUSJE;USINA CUJA OPERAÇÃO IMPACTA A REDE DE OPERAÇÃO;USI SAO JERONIMO                                   RS       ;;;31/12/1996;01/01/1997;UTE;Térmica                       ,-51.76166669999998,-29.982500002999984
264;RSUSJO;USINA CUJA OPERAÇÃO IMPACTA A REDE DE OPERAÇÃO;USI SAO JOSE                                       RS       ;30/03/2011;31/03/2011;31/08/2010;01/09/2010;UHE;Hidroelétrica                 ,-54.813056007,-28.174444005999987
265;RSUTA1;USINA CUJA OPERAÇÃO IMPACTA A REDE DE OPERAÇÃO;USI ALEGRETE                                       RS       ;;;02/09/1968;03/09/1968;UTE;Térmica                       ,-55.770555600999955,-29.782777802
266;RSUTCA;USINA CUJA OPERAÇÃO IMPACTA A REDE DE OPERAÇÃO;USI CANOAS                                         RS       ;30/08/2002;31/08/2002;11/02/2003;12/02/2003;UTE;Térmica                       ,-51.14694440399995,-29.876388900999984
267;RSUTEC;USINA CUJA OPERAÇÃO IMPACTA A REDE DE OPERAÇÃO;USI TERMELETRICA CANDIOTA III                      RS       ;30/12/2010;31/12/2010;31/12/2010;01/01/2011;UTE;Térmica                       ,-53.666667007,-31.55000000499996
268;RSUTMW;USINA CUJA OPERAÇÃO IMPACTA A REDE DE OPERAÇÃO;USI UTE PAMPA SUL                                  RS       ;31/12/2018;01/01/2019;27/06/2019;28/06/2019;UTE;Térmica                       ,-53.776900001,-31.450700000999973
269;RSUTUR;USINA CUJA OPERAÇÃO IMPACTA A REDE DE OPERAÇÃO;USI U.URUGUAIANA                                   RS       ;;;12/12/2000;13/12/2000;UTE;Térmica                       ,-57.00055560499999,-29.763888903999998
270;SCGAR ;USINA CUJA OPERAÇÃO IMPACTA A REDE DE OPERAÇÃO;USI UHE GARIBALDI                                  SC       ;29/12/2013;30/12/2013;23/09/2013;24/09/2013;UHE;Hidroelétrica                 ,-50.988056003999986,-27.621389002
271;SCUHBG;USINA CUJA OPERAÇÃO IMPACTA A REDE DE OPERAÇÃO;USI BARRA GRANDE                                   SC       ;29/11/2005;30/11/2005;31/10/2005;01/11/2005;UHE;Hidroelétrica                 ,-51.21666700399999,-27.766667001999963
272;SCUHCN;USINA CUJA OPERAÇÃO IMPACTA A REDE DE OPERAÇÃO;USI US CAMPOS NOVOS                                SC       ;27/02/2007;28/02/2007;27/03/2006;28/03/2006;UHE;Hidroelétrica                 ,-51.316666699999985,-27.600000002
273;SCUHIT;USINA CUJA OPERAÇÃO IMPACTA A REDE DE OPERAÇÃO;USI ITA                                            SC       ;;;10/06/2000;11/06/2000;UHE;Hidroelétrica                 ,-52.39833300599997,-27.267500005999977
274;SCUHMA;USINA CUJA OPERAÇÃO IMPACTA A REDE DE OPERAÇÃO;USI MACHADINHO                                     SC       ;30/01/2002;31/01/2002;20/01/2002;21/01/2002;UHE;Hidroelétrica                 ,-51.784722201999955,-27.523611001999996
275;SCUHSP;USINA CUJA OPERAÇÃO IMPACTA A REDE DE OPERAÇÃO;USI SALTO PILAO                                    SC       ;29/11/2009;30/11/2009;24/09/2009;25/09/2009;UHE;Hidroelétrica                 ,-49.5,-27.116667002999975
276;SCUHSR;USINA CUJA OPERAÇÃO IMPACTA A REDE DE OPERAÇÃO;USI UHE SAO ROQUE                                  SC       ;29/05/2022;30/05/2022;20/07/2022;21/07/2022;UHE;Hidroelétrica                 ,-50.805278002999955,-27.49750000299997
277;SCUQQX;USINA CUJA OPERAÇÃO IMPACTA A REDE DE OPERAÇÃO;USI QUEBRA QUEIXO                                  SC       ;28/02/2003;01/03/2003;22/12/2003;23/12/2003;UHE;Hidroelétrica                 ,-52.55000000399997,-26.666388906999998
278;SCUTLA;USINA CUJA OPERAÇÃO IMPACTA A REDE DE OPERAÇÃO;USI JORGE LACERDA-A                                SC       ;;;28/03/1965;29/03/1965;UTE;Térmica                       ,-48.96902200599999,-28.448889002999977
279;SCUTLB;USINA CUJA OPERAÇÃO IMPACTA A REDE DE OPERAÇÃO;USI JORGE LACERDA-B                                SC       ;;;14/11/1979;15/11/1979;UTE;Térmica                       ,-48.96972200299996,-28.45651000099997
280;SCUTLC;USINA CUJA OPERAÇÃO IMPACTA A REDE DE OPERAÇÃO;USI JORGE LACERDA-C                                SC       ;;;31/10/1996;01/11/1996;UTE;Térmica                       ,-48.96869499999997,-28.45651000099997
281;SPAGV ;USINA CUJA OPERAÇÃO IMPACTA A REDE DE OPERAÇÃO;USI AGUA VERMELHA                                  SP       ;;;28/02/1978;01/03/1978;UHE;Hidroelétrica                 ,-50.350000000999955,-19.867222204999962
282;SPBAB ;USINA CUJA OPERAÇÃO IMPACTA A REDE DE OPERAÇÃO;USI BARRA BONITA                                   SP       ;;;31/01/1963;01/02/1963;UHE;Hidroelétrica                 ,-48.545000001999995,-22.505000002999964
283;SPBAR ;USINA CUJA OPERAÇÃO IMPACTA A REDE DE OPERAÇÃO;USI BARIRI                                         SP       ;;;31/12/1966;01/01/1967;UHE;Hidroelétrica                 ,-48.75,-22.149722204
284;SPCAC ;USINA CUJA OPERAÇÃO IMPACTA A REDE DE OPERAÇÃO;USI CACONDE                                        SP       ;;;31/03/1952;01/04/1952;UHE;Hidroelétrica                 ,-46.616666703999954,-21.566388905999986
285;SPCHV ;USINA CUJA OPERAÇÃO IMPACTA A REDE DE OPERAÇÃO;USI CHAVANTES                                      SP       ;;;05/02/1970;06/02/1970;UHE;Hidroelétrica                 ,-49.73472220499997,-23.131944403999967
286;SPCNO1;USINA CUJA OPERAÇÃO IMPACTA A REDE DE OPERAÇÃO;USI CANOAS I DUKE                                  SP       ;;;08/05/1999;09/05/1999;UHE;Hidroelétrica                 ,-50.516666703,-22.933055602999957
287;SPCNO2;USINA CUJA OPERAÇÃO IMPACTA A REDE DE OPERAÇÃO;USI CANOAS II DUKE                                 SP       ;;;14/05/1999;15/05/1999;UHE;Hidroelétrica                 ,-50.25,-22.933055602999957
288;SPCPV ;USINA CUJA OPERAÇÃO IMPACTA A REDE DE OPERAÇÃO;USI CAPIVARA                                       SP       ;;;09/03/1977;10/03/1977;UHE;Hidroelétrica                 ,-51.360833302,-22.657500006999953
289;SPCUB ;USINA CUJA OPERAÇÃO IMPACTA A REDE DE OPERAÇÃO;USI UTE CUBATAO                                    SP       ;29/11/2009;30/11/2009;16/11/2009;17/11/2009;UTE;Térmica                       ,-46.43222200099996,-23.875833005000004
290;SPEUC ;USINA CUJA OPERAÇÃO IMPACTA A REDE DE OPERAÇÃO;USI EUCLIDES DA CUNHA                              SP       ;;;31/12/1979;01/01/1980;UHE;Hidroelétrica                 ,-46.95000000299996,-21.599722206999957
291;SPHBE ;USINA CUJA OPERAÇÃO IMPACTA A REDE DE OPERAÇÃO;USI HENRY BORDEN EXTERNA                           SP       ;;;31/03/1926;01/04/1926;UHE;Hidroelétrica                 ,-46.44833430599999,-23.878614604999996
292;SPHBS ;USINA CUJA OPERAÇÃO IMPACTA A REDE DE OPERAÇÃO;USI HENRY BORDEN SUBTERRANEA                       SP       ;;;31/12/1955;01/01/1956;UHE;Hidroelétrica                 ,-46.44833300299996,-23.87861100699996
293;SPIBI ;USINA CUJA OPERAÇÃO IMPACTA A REDE DE OPERAÇÃO;USI IBITINGA                                       SP       ;;;31/01/1969;01/02/1969;UHE;Hidroelétrica                 ,-49,-21.749722206
294;SPILS ;USINA CUJA OPERAÇÃO IMPACTA A REDE DE OPERAÇÃO;USI ILHA SOLTEIRA                                  SP       ;;;28/02/1973;01/03/1973;UHE;Hidroelétrica                 ,-51.34000000399999,-20.42222220499997
295;SPJAG ;USINA CUJA OPERAÇÃO IMPACTA A REDE DE OPERAÇÃO;USI JAGUARI                                        SP       ;;;01/01/1972;02/01/1972;UHE;Hidroelétrica                 ,-46.033333003999985,-23.200000004000003
296;SPJUP ;USINA CUJA OPERAÇÃO IMPACTA A REDE DE OPERAÇÃO;USI JUPIA                                          SP       ;;;01/01/1969;02/01/1969;UHE;Hidroelétrica                 ,-51.633611105,-20.791388906999998
297;SPJUR ;USINA CUJA OPERAÇÃO IMPACTA A REDE DE OPERAÇÃO;USI JURUMIRIM                                      SP       ;;;20/09/1962;21/09/1962;UHE;Hidroelétrica                 ,-49.238333299999965,-23.220000006999953
298;SPLMO ;USINA CUJA OPERAÇÃO IMPACTA A REDE DE OPERAÇÃO;USI LIMOEIRO                                       SP       ;;;31/12/1979;01/01/1980;UHE;Hidroelétrica                 ,-47.008054002999984,-21.625512004999962
299;SPLVN ;USINA PERTENCENTE A CONJUNTO DE USINAS;USI PCH LAVRINHAS                                  SP       ;30/11/2010;01/12/2010;02/09/2011;03/09/2011;UHE;Hidroelétrica                 ,-44.86345300099998,-22.567450002999976
300;SPNAV ;USINA CUJA OPERAÇÃO IMPACTA A REDE DE OPERAÇÃO;USI NOVA AVANHANDAVA                               SP       ;;;31/03/1982;01/04/1982;UHE;Hidroelétrica                 ,-50.203871548999984,-21.116385227999956
301;SPNPI ;USINA CUJA OPERAÇÃO IMPACTA A REDE DE OPERAÇÃO;USI NOVA PIRATININGA                               SP       ;19/04/2002;20/04/2002;22/04/2002;23/04/2002;UTE;Térmica                       ,-46.68233299999997,-23.700000004000003
302;SPORI ;USINA CUJA OPERAÇÃO IMPACTA A REDE DE OPERAÇÃO;USI OURINHOS CBA                                   SP       ;30/10/2005;31/10/2005;02/04/2005;03/04/2005;UHE;Hidroelétrica                 ,-49.850000000999955,-23.066388905999986
303;SPPAR ;USINA CUJA OPERAÇÃO IMPACTA A REDE DE OPERAÇÃO;USI PARAIBUNA                                      SP       ;;;01/01/1978;02/01/1978;UHE;Hidroelétrica                 ,-45.666666701,-23.38305560599997
304;SPPE  ;USINA CUJA OPERAÇÃO IMPACTA A REDE DE OPERAÇÃO;USI ETU PEDREIRA                                   SP       ;;;30/12/1990;31/12/1990;UHB;Bombeamento                   ,-46.674166999999954,-23.703056000999993
305;SPPI  ;USINA CUJA OPERAÇÃO IMPACTA A REDE DE OPERAÇÃO;USI PIRATININGA                                    SP       ;;;28/02/1954;01/03/1954;UTE;Térmica                       ,-46.684333003999996,-23.700000004000003
306;SPPJU ;USINA CUJA OPERAÇÃO IMPACTA A REDE DE OPERAÇÃO;USI PIRAJU                                         SP       ;29/09/2002;30/09/2002;29/08/2002;30/08/2002;UHE;Hidroelétrica                 ,-49.38333330299997,-23.183055602999957
307;SPPPR ;USINA CUJA OPERAÇÃO IMPACTA A REDE DE OPERAÇÃO;USI PORTO  PRIMAVERA                               SP       ;;;22/01/1999;23/01/1999;UHE;Hidroelétrica                 ,-52.956105105999995,-22.481984101999956
308;SPPRO ;USINA CUJA OPERAÇÃO IMPACTA A REDE DE OPERAÇÃO;USI PROMISSAO                                      SP       ;;;28/02/1975;01/03/1975;UHE;Hidroelétrica                 ,-49.78333330199996,-21.299722202999988
309;SPQUE1;USINA PERTENCENTE A CONJUNTO DE USINAS;USI PCH QUELUZ                                     SP       ;31/10/2010;01/11/2010;11/08/2011;12/08/2011;UHE;Hidroelétrica                 ,-44.795278005,-22.543333001999997
310;SPROS ;USINA CUJA OPERAÇÃO IMPACTA A REDE DE OPERAÇÃO;USI ROSANA                                         SP       ;;;10/06/1987;11/06/1987;UHE;Hidroelétrica                 ,-52.866666703999954,-22.599722206999957
311;SPSAG ;USINA CUJA OPERAÇÃO IMPACTA A REDE DE OPERAÇÃO;USI SALTO GRANDE SP                                SP       ;;;30/05/1958;31/05/1958;UHE;Hidroelétrica                 ,-50,-22.90805560399997
312;SPTAQ ;USINA CUJA OPERAÇÃO IMPACTA A REDE DE OPERAÇÃO;USI TAQUARUCU                                      SP       ;;;10/12/1992;11/12/1992;UHE;Hidroelétrica                 ,-52.010555603,-22.544166706999988
313;SPTRI ;USINA CUJA OPERAÇÃO IMPACTA A REDE DE OPERAÇÃO;USI TRES IRMAOS                                    SP       ;31/03/1993;01/04/1993;31/03/1993;01/04/1993;UHE;Hidroelétrica                 ,-51.482777803999966,-20.656388902000003
314;SPUIPA;USINA QUE NÃO IMPACTA A REDE DE OPERAÇÃO, MAS PARTICIPA DA PROGRAMAÇÃO DE FORMA INDIVIDUALIZADA;USI UTE IPAUSSU                                    SP       ;29/11/2011;30/11/2011;31/10/2011;01/11/2011;UTE;Térmica                       ,-49.59305600099998,-23.09972200599998
315;SPUMOE;USINA QUE NÃO TEM RELACIONAMENTO DIRETO COM O ONS;USI UTE MOEMA                                      SP       ;;;30/12/1990;31/12/1990;UTE;Térmica                       ,-49.37611550099996,-20.199301101999993
316;SPUSLB;USINA CUJA OPERAÇÃO IMPACTA A REDE DE OPERAÇÃO;USI LUIZ CARLOS BARRETO                            SP       ;;;31/12/1968;01/01/1969;UHE;Hidroelétrica                 ,-47.28421300599996,-20.15528700599998
317;TOUHET;USINA CUJA OPERAÇÃO IMPACTA A REDE DE OPERAÇÃO;USI ESTREITO                                       MA       ;29/04/2011;30/04/2011;27/03/2011;28/03/2011;UHE;Hidroelétrica                 ,-47.46277800199999,-6.585000000999969
318;TOUHPA;USINA CUJA OPERAÇÃO IMPACTA A REDE DE OPERAÇÃO;USI PEIXE ANGICAL                                  TO       ;30/08/2006;31/08/2006;26/06/2006;27/06/2006;UHE;Hidroelétrica                 ,-48.366667001999986,-12.233333006999999
319;TOUHSA;USINA CUJA OPERAÇÃO IMPACTA A REDE DE OPERAÇÃO;USI SAO SALVADOR                                   TO       ;30/07/2009;31/07/2009;05/08/2009;06/08/2009;UHE;Hidroelétrica                 ,-48.234722003,-12.809167005999996
320;;;;;;;;;,-44.65832187999996,-12.911067127999956
321;RJNVT;USINA CUJA OPERAÇÃO IMPACTA A REDE DE OPERAÇÃO;USI UTE GNA I                                      RJ       ;30/03/2020;31/03/2020;15/09/2021;16/09/2021;UTE;Térmica                       ,-41.018089017999955,-21.84495396699998
322;RJGNA2;USINA CUJA OPERAÇÃO IMPACTA A REDE DE OPERAÇÃO;USI UTE GNA II                                     RJ       ;13/08/2020;14/08/2020;30/05/2025;31/05/2025;UTE;Térmica                       ,-41.016501000000005,-21.842503144999966
323;PRUHSD;UTE COM CVU DECLARADO, QUE NÃO IMPACTA A REDE DE OPERAÇÃO E É DESPACHADA POR ORDEM DE MÉRITO;USI SAO DOMINGOS                                   MS       ;30/03/2013;31/03/2013;13/06/2013;14/06/2013;UHE;Hidroelétrica                 ,-53.18037100699996,-20.059753868999962
324;CEJAN;USINA PERTENCENTE A CONJUNTO DE USINAS;USI JAN_JANDAIA                                    CE       ;30/01/2020;31/01/2020;29/05/2020;30/05/2020;UEE;Eolielétrica                  ,-37.81621939399997,-4.432987496999999
325;RJMAE;USINA CUJA OPERAÇÃO IMPACTA A REDE DE OPERAÇÃO;USI UTE MARLIM AZUL                                RJ       ;29/11/2022;30/11/2022;01/12/2023;02/12/2023;UTE;Térmica                       ,-41.86947682199997,-22.362317736999955
326;RJUSA2;USINA CUJA OPERAÇÃO IMPACTA A REDE DE OPERAÇÃO;USI ANGRA 2                                        RJ       ;;;06/07/1977;07/07/1977;UTN;Nuclear                       ,-44.45482015799996,-23.008008211999993
327;SEUPS1;USINA CUJA OPERAÇÃO IMPACTA A REDE DE OPERAÇÃO;USI PORTO DE SERGIPE I                             SE       ;30/03/2019;31/03/2019;20/03/2020;21/03/2020;UTE;Térmica                       ,-36.939525575000005,-10.817715599999985
328;RRJII;USINA CUJA OPERAÇÃO IMPACTA A REDE DE OPERAÇÃO;USI UTE JAGUATIRICA II                             RR       ;30/07/2021;31/07/2021;14/02/2022;15/02/2022;UTE;Térmica                       ,-60.675827911,2.9350676490000183
329;RRUTBB;USINA CUJA OPERAÇÃO IMPACTA A REDE DE OPERAÇÃO;USI UTE BBF BALIZA                                 RR       ;29/09/2022;30/09/2022;20/06/2023;21/06/2023;UTE;Térmica                       ,-59.95328110999998,0.959733596000035
330;RRUTPL;USINA CUJA OPERAÇÃO IMPACTA A REDE DE OPERAÇÃO;USI UTE PALMAPLAN                                  RR       ;30/08/2022;31/08/2022;23/11/2022;24/11/2022;UTE;Térmica                       ,-60.40574167,0.9364244260000305
331;RRUTDT;USINA CUJA OPERAÇÃO IMPACTA A REDE DE OPERAÇÃO;USI UTE DISTRITO 1                                 RR       ;01/09/2019;02/09/2019;30/12/1990;31/12/1990;UTE;Térmica                       ,-60.72554668999999,2.7616666560000454
332;RRUTFT;USINA CUJA OPERAÇÃO IMPACTA A REDE DE OPERAÇÃO;USI UTE FLORESTA                                   RR       ;01/09/2019;02/09/2019;30/12/1990;31/12/1990;UTE;Térmica                       ,-60.71135659999999,2.828493186000003
333;RRUTMC;USINA CUJA OPERAÇÃO IMPACTA A REDE DE OPERAÇÃO;USI UTE MONTE CRISTO                               RR       ;01/09/2019;02/09/2019;30/12/1990;31/12/1990;UTE;Térmica                       ,-60.71166823699997,2.9313686230000258
334;RRUTMD;USINA CUJA OPERAÇÃO IMPACTA A REDE DE OPERAÇÃO;USI UTE MONTE CRISTO BLOCO II                      RR       ;29/09/2019;30/09/2019;30/12/1990;31/12/1990;UTE;Térmica                       ,-60.71166779999999,2.930511533000015
335;MTUEDX;USINA CUJA OPERAÇÃO IMPACTA A REDE DE OPERAÇÃO;USI UTE EDLUX X                                    MT       ;31/07/2022;01/08/2022;;;UTE;Térmica                       ,-56.020025086999965,-15.676553698999953
336;MTUEP2;USINA CUJA OPERAÇÃO IMPACTA A REDE DE OPERAÇÃO;USI UTE EPP II                                     MT       ;31/07/2022;01/08/2022;;;UTE;Térmica                       ,-56.022488332999956,-15.673289908999948
337;MTUEP4;USINA CUJA OPERAÇÃO IMPACTA A REDE DE OPERAÇÃO;USI UTE EPP IV                                     MT       ;31/07/2022;01/08/2022;;;UTE;Térmica                       ,-56.01926835299997,-15.679021951999971
338;;;;;;;;;,-56.017113978,-15.674873485999967
339;;;;;;;;;,-60.38133469999997,1.2199351680000063
340;UYMLO;USINA QUE NÃO TEM RELACIONAMENTO DIRETO COM O ONS;USI CONVERSORA MELO                                UY       ;29/12/2015;30/12/2015;08/06/2017;09/06/2017;UHE;Hidroelétrica                 ,-54.09167600000001,-32.41667000199999
341;RRUTMS;USINA CUJA OPERAÇÃO IMPACTA A REDE DE OPERAÇÃO;USI MONTE CRISTO SUCUBA                            RR       ;30/08/2022;31/08/2022;20/12/2022;21/12/2022;UTE;Térmica                       ,-60.711799600000006,2.9305769860000055
